Bloco de Linhas,Bloco Pré-processado,Sentimento
"Aquele puta ganso, pilantra corno manso Ficava muito doido e deixava a mina só A mina era virgem e ainda era menor Agora faz chupeta em troca de pó","put gans , pilantr corn mans fic doid deix min min virgem aind men agor faz chupet troc pó",Negativo
"Esses papos me incomoda Se eu tô na rua é foda É, o mundo roda, ele pode vir pra cá Não, já, já, meu processo tá aí","pap incomod tô rua fod , mund rod , pod vir pra cá , , , process tá aí",Negativo
"Eu quero mudar, eu quero sair Se eu trombo esse fulano, não tem pá, não tem pum E eu vou ter que assinar o 121","quer mud , quer sair tromb fulan , pá , pum vou ter assin 121",Negativo
"Amanheceu com Sol, dois de Outubro Tudo funcionando, limpeza, jumbo De madrugada eu senti um calafrio Não era do vento, não era do frio","amanhec sol , doi outubr tud funcion , limp , jumb madrug sent calafri vent , fri",Negativo
"Acertos de conta tem quase todo dia Tem outra logo mais, hãn, eu sabia Lealdade é o que todo preso tenta","acert cont quas tod dia outr log , hãn , sab lealdad tod pres tent",Neutro
"Conseguir a paz, de forma violenta Se um salafrário sacanear alguém Leva ponto na cara igual Frankestein Fumaça na janela, tem fogo na cela","consegu paz , form violent salafr sacan alguém lev pont car igual frankestein fumaç janel , fog cel",Negativo
"Fudeu, foi além, se pã, tem refém Na maioria, se deixou envolver Por uns cinco ou seis que não têm nada a perder Dois ladrões considerados passaram a discutir","fud , além , pã , refém maior , deix envolv um cinc seil têm nad perd doi ladr consider pass discut",Negativo
"Mas não imaginavam o que estaria por vir Traficantes, homicidas, estelionatários Uma maioria de moleque primário Era a brecha que o sistema queria","imagin est vir trafic , homic , estelionat maior molequ prim brech sistem quer",Negativo
"Avise o IML, chegou o grande dia Depende do sim ou não de um só homem Que prefere ser neutro pelo telefone Ratatatá, caviar e champanhe","avis iml , cheg grand dia depend sim hom pref neutr telefon ratatat , cavi champanh",Neutro
"Fleury foi almoçar, que se foda a minha mãe Cachorros assassinos, gás lacrimogêneo Quem mata mais ladrão ganha medalha de prêmio","fleury almoç , fod mãe cachorr assassin , gás lacrimogêne mat ladr ganh medalh prêmi",Negativo
O ser humano é descartável no Brasil Como modess usado ou Bombril Cadeia? Guarda o que o sistema não quis Esconde o que a novela não diz,human descart brasil modes us bombril cade ? guard sistem quil escond novel diz,Negativo
"Ratatatá sangue jorra como água Do ouvido, da boca e nariz O Senhor é meu pastor Perdoe o que seu filho fez","ratatat sang jorr águ ouv , boc nariz senh pastor perdo filh fez",Negativo
"Morreu de bruços no Salmo 23 Sem padre, sem repórter Sem arma, sem socorro Vai pegar HIV na boca do cachorro","morr bruç salm 23 padr , repórt arm , socorr vai peg hiv boc cachorr",Negativo
"Cadáveres no poço, no pátio interno Adolf Hitler sorri no inferno O Robocop do governo é frio, não sente pena Só ódio e ri como a hiena","cadáv poç , páti intern adolf hitl sorr infern robocop govern fri , sent pen ódi ri hien",Negativo
"Ratatatá, Fleury e sua gangue Vão nadar numa piscina de sangue Mas quem vai acreditar no meu depoimento? Dia 3 de Outubro, diário de um detento","ratatat , fleury gangu vão nad piscin sang vai acredit depo ? dia 3 outubr , diári detent",Negativo
"São apenas dez e meia, tem a noite inteira Dormir é embaçado, numa sexta-feira TV é uma merda, prefiro ver a lua","apen dez mei , noit int dorm embaç , sexta-f tv merd , prefir ver lua",Negativo
"Preto Edy Rock Star a caminho da rua Hã... sei lá vou pruma festa, ""se pam"" Se os cara não colar, volto às três da manhã Tô devagar, tô a cinquenta por hora","pret edy rock st caminh rua hã ... sei lá vou prum fest , `` pam '' car col , volt trê manhã tô devag , tô cinquent hor",Neutro
"Ouvindo funk do bom, minha trilha sonora A polícia cresce o olho, eu quero que se foda! Zona Norte a bandidagem curte a noite toda Eu me formei suspeito profissional","ouv funk bom , trilh son políci cresc olh , quer fod ! zon nort bandid curt noit tod form suspeit profiss",Neutro
"Bacharel pós-graduado em ""tomar geral"" Eu tenho um manual com os lugares, horários, de como ""dar perdido"" Aí, caralho... ( ""prefixo da placa é MY, sentido Jaçanã, Jardim Hebron..."") Quem é preto como eu já tá ligado qual é","bacharel pós-gradu `` tom geral '' man lug , hor , `` dar perd '' aí , caralh ... ( `` prefix plac my , sent jaçanã , jardim hebron ... '' ) pret tá lig",Neutro
"Nota Fiscal, RG, polícia no pé (""Escuta aqui: o primo do cunhado do meu genro é mestiço Racismo não existe, comigo não tem disso. É pra sua segurança"") Falou, falou, deixa pra lá","not fiscal , rg , políci pé ( `` escut aqu : prim cunh genr mestiç rac exist , comig diss . pra seguranç '' ) fal , fal , deix pra lá",Neutro
"Vou escolher em qual mentira vou acreditar Tem que saber curtir, tem que saber lidar Em qual mentira vou acreditar?","vou escolh ment vou acredit sab curt , sab lid ment vou acredit ?",Neutro
"A noite é assim mesmo, então... deixa rolar Em qual mentira vou acreditar? Tem que saber curtir, tem que saber lidar Em qual mentira vou acreditar?","noit assim , ent ... deix rol ment vou acredit ? sab curt , sab lid ment vou acredit ?",Neutro
"Ô, que caras chato, ó! Quinze pras Onze Eu nem fui muito longe e os ""home"" embaçou Revirou os banco, amassou meu boné branco","ô , car chat , ó ! quinz pra onz long `` hom '' embaç revir banc , amass boné branc",Negativo
"Sujou minha camisa dos Santos Eu nem me lembro mais pra onde eu vou E agora, quem será que ligou? ""Me espere na estação, eu tô na Zona Sul","suj camis sant lembr pra ond vou agor , lig ? `` esper estaçã , tô zon sul",Negativo
"Eu chego rapidinho, assinado: Blue"" Pode crer, naquele lado de Santana Conheço uns lugar, conheço umas fulana Juliana? Não. Mariana? Não. Alessandra? Não. Adriana?","cheg rapid , assin : blu '' pod cr , naquel lad sant conheç um lug , conheç uma fulan juli ? . mari ? . alessandr ? . adri ?",Neutro
"O nome é só um detalhe, o nome é só um nome 9532... hum, esqueci o telefone ""Porra, demorou, heim?!"" E aí, Blue, como é? Isso aqui é um inferno, tem uma par de mulher","nom detalh , nom nom 9532 ... hum , esquec telefon `` porr , demor , heim ? ! '' aí , blu , ? aqu infern , par mulh",Negativo
"Trombei uma par de gente, uma par de mano Tô há quase uma hora te esperando Passou uma figura aqui e deu ideia Disse que te conhece e pá, chama Léa","tromb par gent , par man tô quas hor esper pass figur aqu deu ide diss conhec pá , cham léa",Negativo
"Cabelo solto, vestido vermelho Estrategicamente a um palmo do joelho Os caras comentaram o visual, oh os bico e tal, pagando o maior pau. Ninguém falou, ah! ah! mas eu ouvia meio mundo","cabel solt , vest vermelh estrategic palm joelh car coment visual , oh bic tal , pag mai pau . ninguém fal , ah ! ah ! ouv mei mund",Neutro
"Xingando por telepatia (""mina filha da puta!""). Economizava meu vocabulário, não tinha o que falar Falava o necessário, meio assim, é claro Será qual é que é, truta é o que não falta, mina filha da puta","xing telepat ( `` min filh put ! '' ) . economiz vocabul , fal fal necess , mei assim , clar , trut falt , min filh put",Neutro
"Tudo comigo, confio no meu taco, versão africana ""Don Juan de Marco"" Tudo muito bom, tudo muito bem, sei lá o que é que tem Idéia vai, idéia vem, ela era princesa, eu era o plebeu Quem é mais foda que eu, espelho, espelho meu","tud comig , confi tac , vers afric `` don juan marc '' tud bom , tud bem , sei lá idé vai , idé vem , princes , pleb fod , espelh , espelh",Neutro
"""Tipo Taís de Araújo ou Camila Pitanga?"" Uma mistura. Confesso: fiquei de perna bamba Será que ela aceita ir comigo pro baile? Ou ir pra Zona Sul ter um ""Grand Finale""?",`` tip taí araúj camil pitang ? '' mist . confess : fiq pern bamb aceit ir comig pro bail ? ir pra zon sul ter `` grand final '' ?,Neutro
"Amor com gosto de gueto até às seis da manhã Me chamar de ""meu preto"" e me cantar ""Djavan"" Ninguém ouviu, mas... puta que pariu! Em fração de segundos meu castelo caiu!","am gost guet seil manhã cham `` pret '' cant `` djavan '' ninguém ouv , ... put par ! fraç segund castel caiu !",Negativo
"A mais bonita da escola, rainha passista Se transformou numa vaca nazista! Eu ouvindo James Brown, pá, cheio de pose Ela pergunto se eu tenho... o quê?","bonit escol , rainh pass transform vac nazist ! ouv jam brown , pá , chei pos pergunt ... quê ?",Negativo
"Guns n' Roses? Lógico que não! A mina quase histérica Meteu a mão no rádio e pôs na Transamérica Como é que ela falou? Só se liga nessa Que mina cabulosa, olha só que conversa:","gum n ' ros ? lógic ! min quas histér met mão rádi pô transamér fal ? lig ness min cabul , olh convers :",Negativo
"Que tinha bronca de neguinho de salão (não...) Que a maioria é maloqueiro e ladrão (aí não...) Aí não, mano! Foi por pouco Eu já tava pensando em capotar no soco","bronc negu sal ( ... ) maior maloc ladr ( aí ... ) aí , man ! pouc tav pens capot soc",Negativo
"Disse pra mim não falar gíria com ela pra me lembrar que não tô na favela Bate-boca, mó guela, será que é meia-noite, já? A Cinderela virou bruxa do mal","diss pra mim fal gír pra lembr tô favel bate-boc , mó guel , meia-noit , ? cinderel vir brux mal",Negativo
"Me humilhar não vai, vai tirar o caralho Levanta o seu rabo racista e sai! ""Eu conheço essa perversa ""há maior cara"" Correu a banca toda de uns ""pleiba"" que colava lá na área","humilh vai , vai tir caralh levant rab racist sai ! `` conheç pervers `` mai car '' corr banc tod um `` pleib '' col lá áre",Negativo
"""Pra mim ela já disse que era solitária Que a família era rígida e autoritária Tem vergonha de tudo, cheia de complexo Que ainda era cedo pra pensar em sexo","`` pra mim diss solitár famíl ríg autoritár vergonh tud , chei complex aind ced pra pens sex",Negativo
"A noite é assim mesmo... deixa rolar! Vou escolher em qual mentira vou acreditar Tem que saber curtir, tem que saber lidar","noit assim ... deix rol ! vou escolh ment vou acredit sab curt , sab lid",Neutro
"Em qual mentira vou acreditar? A noite é assim mesmo, então... deixa rolar Em qual mentira vou acreditar? Tem que saber curtir, tem que saber lidar","ment vou acredit ? noit assim , ent ... deix rol ment vou acredit ? sab curt , sab lid",Neutro
Em qual mentira vou acreditar? Ih! Caralho! Olha só quem tá ali? O que que esse mano tá fazendo aqui?,ment vou acredit ? ih ! caralh ! olh tá ali ? man tá faz aqu ?,Negativo
"E aí, esse maluco veio agora comigo Ligou que era até seu amigo, que morava lá na sul irmão da Cristiane, dei um cavalo(carona pra biqueira, não o animal) pra ele no Lausane Ia levar um recado pra uns parente local","aí , maluc vei agor comig lig amig , mor lá sul irm cristian , dei caval ( caron pra biqu , animal ) pra lausan ia lev rec pra um parent local",Negativo
"Da Igreja Evangélica Pentecostal Desceu do carro acenando a mão ""A paz do Senhor!"". Ninguém dava atenção Bem diferente do estilo dos crentes",igrej evangél pentecost desc carr acen mão `` paz senh ! '' . ninguém dav atenç bem difer estil crent,Negativo
"Bombojaco, touca, mas a noite tá quente Que barato estranho, só aqui tá escuro Justo nesse poste não tem luz de mercúrio Passaram vinte fiéis até agora, dá cinco reais","bombojac , touc , noit tá quent barat estranh , aqu tá escur just ness post luz mercúri pass vint fiel agor , dá cinc real",Negativo
"Cumprimenta e sai fora Um irmão muito sério, em frente à garagem Outro com a mão na cintura em cima da laje De vez em quando a porta abre e um diz:","cumpriment sai irm séri , frent gar outr mão cint cim laj vez port abr diz :",Negativo
"""Tem do preto e do branco?"" e coça o nariz. Isso sim, isso é que é união! O irmão saiu feliz, sem discriminação! De lá pra cá veio gritando, rezando","`` pret branc ? '' coç nariz . sim , uni ! irm saiu feliz , discrimin ! lá pra cá vei grit , rez",Negativo
"""Aleluia, as coisas tão melhorando!"" Esse cara é dentista, sei lá... Diz que a firma dele chama ""Boca S.A."". Será material de construção? Vendedor de pedras?","`` alelu , cois tão melhor ! '' car dent , sei lá ... diz firm cham `` boc s.a. '' . mater construç ? vend pedr ?",Neutro
Lá na zona sul era patrão Que patrão o caralho! Ele é safado Fugiu do Valo Velho com os dias contados A paranoia de fumar era fatal,lá zon sul patrã patrã caralh ! saf fug val velh dia cont parano fum fatal,Negativo
"Arrombava os barracos, saqueava os varal Bateu na cara do pai de um vagabundo Humm... tá fazendo hora extra no mundo A noite tá boa, a noite tá de barato","arromb barrac , saque varal bat car pai vagabund humm ... tá faz hor extr mund noit tá boa , noit tá barat",Negativo
"Mas puta, gambé, pilantra é mato! Tem que saber curtir, tem que saber lidar Em qual mentira vou acreditar?","put , gambé , pilantr mat ! sab curt , sab lid ment vou acredit ?",Negativo
"A noite é assim mesmo, então... deixa rolar Em qual mentira vou acreditar? Tem que saber curtir, tem que saber lidar Em qual mentira vou acreditar?","noit assim , ent ... deix rol ment vou acredit ? sab curt , sab lid ment vou acredit ?",Neutro
"Tem que saber curtir, tem que saber lidar Em qual mentira vou acreditar? A noite é assim mesmo, então... deixa rolar","sab curt , sab lid ment vou acredit ? noit assim , ent ... deix rol",Neutro
"Em qual mentira vou acreditar? Tem que saber curtir, tem que saber lidar Em qual mentira vou acreditar?","ment vou acredit ? sab curt , sab lid ment vou acredit ?",Neutro
"Conheço um cara que é da noite, da madrugada Que curte várias fitas, várias baladas Ele gosta de viver (e viajar) Sem medo de morrer, sem medo de arriscar","conheç car noit , madrug curt vár fit , vár bal gost viv ( viaj ) med morr , med arrisc",Neutro
